,Name,Rating,Reviews,Category,Location,Contact Number,Website,Description,Meta
242,New Zealand Rental Car Hire - Rotorua Airport,N/A,N/A,No reviews,"Rotorua, New Zealand",+64 210 298 1700,https://rentautos.org/car-rental/new-zealand-rotorua-airport-rot,N/A,No reviews · Car rental agency
243,Thrifty Car Rental Picton Ferry,N/A,N/A,No reviews,"Picton, New Zealand",+64 800 737 070,https://thrifty.co.nz/locations/picton-ferry?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=picton_ferry,"""Whether you are travelling with family, friends or your significant other, the team at Thrifty are here to help. Our versatile fleet ticks the box for all kinds of adventures, so if you’re going on a family road trip, skiing with mates, or moving house; we’ve got the rental car, van or truck to meet your needs.

Thrifty Car Rental Picton Ferry Terminal is located opposite the entrance to the Interislander ferry terminal. If you arrive into Picton on the Bluebridge ferry, catch the free Bluebridge bus around to the Interislander terminal to collect your car.""",No reviews · Car rental agency
244,Car Hire Wanganui,5.0,1,Car rental agency,"Whanganui, New Zealand",N/A,https://unorent.net/car-rental/new-zealand-wanganui,"""Car Hire Wanganui provides rental vehicles for exploring the beautiful sights of Whanganui, New Zealand. Located conveniently on Ridgway Street in Gonville, their fleet caters to diverse travel needs, ensuring a smooth and enjoyable journey through the region.""","5.0
(1) · Car rental agency"
245,Affordable Car Leasing,4.3,3,Car rental agency,"Mount Maunganui, New Zealand",+64 274 820 429,http://www.affordablecarleasing.co.nz/,N/A,"4.3
(3) · Car rental agency"
246,Road Runner Rentals,3.6,97,Car rental agency,"Christchurch, New Zealand",+64 800 800 708,http://www.roadrunnerrentals.co.nz/,"""Enjoy free airport transfer and competitive rates with Road Runner motorhome hire New Zealand. We offer two pickup and return locations; campervan hire Auckland (pickup by appointment near the airport) and from our Mairehau head office (motorhome rental Christchurch bookings).
Ask about our unlimited-kilometre New Zealand motorhome packages for multi-day hires. We are the first company to accept Bitcoin for campervan rental NZ-wide.
Free AA roadside assistance means you can have a hassle free trip when you book your rv hire New Zealand with us.""","3.6
(97) · Car rental agency"
247,Car Hire New Lynn Auckland,3.5,2,Car rental agency,"Auckland, New Zealand",N/A,https://autodock.org/car-rental/new-zealand-auckland?utm_campaign=auckland888&utm_medium=auckland8888&utm_source=map,N/A,"3.5
(2) · Car rental agency"
248,Galaxy car rentals,N/A,N/A,No reviews,"Auckland, New Zealand",+64 22 570 9550,https://galaxycarrental.co.nz/,N/A,No reviews · Car rental agency
249,Hertz Car Rental Masterton,3.5,2,Car rental agency,"Masterton, New Zealand",+64 274 443 087,https://www.hertz.co.nz/p/car-rentals/new-zealand/masterton/masterton?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=masterton,N/A,"3.5
(2) · Car rental agency"
250,Cross Country Rentals Car Van and Truck hire (Auckland),4.8,25,Van rental agency,"Auckland, New Zealand",+64 800 777 994,http://crosscountryrentals.co.nz/,"""Whether you’re looking for a short-term rental or a long-term lease, Cross Country Rentals has got the vehicle for you. With more than 800 vehicles in our fleet, including cars, 4WD utes, vans, mini buses, people movers, trucks and trailers, we pride ourselves on offering high quality rental vehicles with competitive prices and hassle-free service with a smile – every time.""","4.8
(25) · Van rental agency"
251,Hertz Car Rental Wanganui Airport,3.0,2,Car rental agency,"Whanganui, New Zealand",+64 6 348 7624,https://www.hertz.co.nz/p/car-rentals/new-zealand/wanganui/wanganui-airport?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=wanganui%20airport,N/A,"3.0
(2) · Car rental agency"
252,New Zealand Rental Car Hire - Nelson,N/A,N/A,No reviews,New Zealand,+64 210 298 1700,N/A,N/A,No reviews · Car rental agency
253,Christchurch Center Car Hire,3.0,2,Car rental agency,"Christchurch, New Zealand",N/A,https://autodock.org/car-rental/new-zealand-christchurch?utm_campaign=christchurch888&utm_medium=christchurch8888&utm_source=map,N/A,"3.0
(2) · Car rental agency"
254,Hertz Car Rental Hokitika Airport,2.3,3,Car rental agency,"Seaview, New Zealand",+64 3 768 0196,https://www.hertz.co.nz/p/car-rentals/new-zealand/hokitika/hokitika-airport?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=hokitika%20airport,N/A,"2.3
(3) · Car rental agency"
255,Dollar Car Rental Wellington Ferry,N/A,N/A,No reviews,"Wellington, New Zealand",+64 800 243 789,https://dollarcarrental.co.nz/locations/wellington-ferry?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=wellington_ferry,"""Dollar strives to offer low everyday rates, as well as special rental offers to assist you in keeping your travel plans within budget. With a key focus on customer service, as well as continual upkeep of our high-quality fleet, the Dollar family is here to ensure you can have peace of mind from the moment you book your car rental.

Dollar Car Rental Wellington Ferry is located at the Interislander ferry terminal, the address is 1 Aotea Quay, Pipitea, Wellington 6011. We only open this location when we are meeting the arriving ferry.""",No reviews · Car rental agency
256,Giant Rentals,N/A,N/A,No reviews,"Auckland, New Zealand",+64 800 002 386,N/A,N/A,No reviews · Car rental agency
257,Budget Car & Truck Rental (Head Office),1.5,6,Car rental agency,"Auckland, New Zealand",+64 9 529 7799,https://www.budget.co.nz/en/customer-care?utm_source=gmb&utm_medium=organic&utm_campaign=nz-head-office,N/A,"1.5
(6) · Car rental agency"
258,Enterprise Rent-A-Car - Nelson Airport,N/A,N/A,No reviews,"Nelson, New Zealand",+64 9 870 3330,https://www.enterpriserentacar.co.nz/en/car-rental/locations/new-zealand/nelson-airport-kze6.html?mcid=yext:245709&utm_source=google&utm_medium=organic&utm_campaign=local&utm_id=NSNT,"""Enterprise Rent-A-Car in Nelson Airport is one of eight Enterprise Rent-A-Car branches in New Zealand. And is part of a network of over 9,500 branches and 90 countries worldwide. Join the largest network of rental cars, with vehicles across multiple ranges, including: SUVs, hybrids and trucks. All at an affordable price. We offer one-way rentals, where you can pick up your car in one location and drop it off at another Enterprise Rent-A-Car New Zealand branch. As well as business rentals. Our customer service team is happy to answer any of your questions. We hope to see you soon.""",No reviews · Car rental agency
259,Travel Cars NZ LTD,4.3,106,Car dealer,Closed ⋅ Opens 9 am · +64 22 177 4090,N/A,https://www.travelcarsnz.com/,"""We are a campervan business located in Auckland central, we sell all our backpacker cars fully checked, serviced, and with a buy-back option, additionally mechanical warranty is offered for free and with the option to extend it for long periods of time.
Making a difference in the market, travelers can book their car online before arriving in New Zealand, working the same way as a car rental, and saving hundreds of dollars in hostels and other ''first days'' expenses.
Ask us today for the car you need, we have a record-time reply service and we can customize it for you under request.""","4.3
(106) · Car dealer"
260,The Lott Rentals - Car & Van hire,4.0,26,Car rental agency,"Masterton, New Zealand",+64 6 378 7577,https://thelott.co.nz/,N/A,"4.0
(26) · Car rental agency"
261,Tokyo RD New Zealand,N/A,N/A,No reviews,"Auckland, New Zealand",+64 210 914 0101,http://www.tokyord.co.nz/contact,N/A,No reviews · Car rental agency
262,Thrifty Car Rental Wellington Ferry/ City,3.9,15,Car rental agency,"Wellington, New Zealand",+64 4 388 9494,https://www.thrifty.co.nz/locations/wellington-ferry/,N/A,"3.9
(15) · Car rental agency"
263,Carforrent.nz,5.0,16,Car rental agency,"Auckland, New Zealand",+64 22 102 1098,https://carforrent.nz/,N/A,"5.0
(16) · Car rental agency"
264,RaD Car Hire Palmerston North,4.3,21,Car rental agency,"Palmerston North, New Zealand",+64 6 357 6694,N/A,N/A,"4.3
(21) · Car rental agency"
265,Apollo Car Rentals New Zealand,N/A,N/A,No reviews,"Wellington, New Zealand",+64 4 801 1223,N/A,N/A,No reviews · Car rental agency
